b,h,h0,ah,l,fc,ft,fy1,As1,Vu
155,235,193.9,3.61,2000,52.38471197,3.565566594,443,678,77.07
156,236,195,3.59,2000,52.38471197,3.565566594,443,678,74.57
262,240,208,2.64,1350,64.97935871,3.776926493,632,402,76.1
283,240,211,2.61,1350,64.43580443,3.769992003,604,628,104.15
337,240,208,2.64,1350,61.21444783,3.724869278,630,402,89.28
100,400,370,3.39,2560,25.69975467,2.585995471,400,628,44.97
100,400,372,3.37,2560,19.92132267,2.247976753,460,402,41.42
152.4,304.8,266.7,2.48,1981.2,21.3312,2.334131021,333,1013,81.16
152.4,304.8,266.7,2.48,1981.2,23.1792,2.443267206,333,1013,58.45
152.4,304.8,266.7,2.48,1981.2,31.02,2.867938333,333,1013,91.12
152.4,304.8,266.7,2.48,1981.2,45.5814357,3.40541121,333,2027,128.04
152.4,304.8,266.7,2.48,1981.2,55.01726399,3.618611828,333,2027,166.2
152.4,304.8,266.7,4.95,3048,25.8896,2.596484651,611,507,43.77
152.4,304.8,266.7,4.95,3048,24.7896,2.53521653,611,507,40.99
152.4,304.8,266.7,2.48,1981.2,25.1944,2.557902777,334,507,46.77
151.6,152.4,139.7,5.35,1951.7,22.0792,2.378798499,388,548,32
152.4,152.4,141.2,2.41,1136.9,22.7744,2.419706224,381,561,51.44
151.4,152.4,137.2,5.93,2082.8,23.408,2.456502397,392,568,29.11
152.4,152.4,138.4,3.93,1544.3,20.7592,2.299496006,392,568,28.89
153.2,152.4,137.4,3.46,1408.7,22.7744,2.419706224,403,561,28
153.2,152.4,138.7,5.39,1951.7,22.0792,2.378798499,375,555,31.56
152.4,152.4,138.4,3.44,1408.7,22.7744,2.419706224,417,561,28.91
154.4,152.4,139.7,2.67,1202.9,22.2552,2.389209034,392,568,50.15
154.9,152.4,138.7,2.93,1271,22.3696,2.395956023,392,568,39.3
153.4,304.8,274.3,5.93,4169.7,23.0032,2.43304624,343,1161,51.15
156,304.8,271.3,3,2542,22.9504,2.429973094,343,1161,64.94
151.1,304.8,271,4,3084.6,22.9504,2.429973094,342,1161,55.38
154.4,304.8,268.7,6.06,4169.7,22.9504,2.429973094,364,1123,50.95
154.9,304.8,272.8,6.46,4440.9,25.3088,2.564284321,372,1123,53.8
153.4,304.8,275.1,2.47,2270.8,21.1552,2.3235191,338,1161,72.72
153.2,304.8,275.1,3.94,3084.6,21.1552,2.3235191,335,1161,56.27
152.4,304.8,276.4,2.95,2545.1,22.7744,2.419706224,366,1129,62.49
153.2,304.8,274.6,2.47,2273.3,21.912,2.368873845,366,1129,76.28
152.4,304.8,271.8,2.5,2273.3,21.912,2.368873845,366,1129,77.17
154.4,609.6,542.8,4,5356.4,21.912,2.368873845,352,2323,93.19
156.2,609.6,540.5,8.03,9696.7,21.5072,2.344703614,352,2323,78.95
149.6,609.6,552.5,2.46,3733.8,22.5456,2.406305762,374,2329,112.31
156.2,609.6,541.3,6.01,7526.5,22.0792,2.378798499,352,2323,90.74
154.9,609.6,544.1,2.99,4271.3,22.8888,2.426383733,373,2245,102.08
152.4,609.6,523.2,3.12,4277.4,22.7744,2.419706224,366,2265,107.64
152.4,609.6,524,3.11,4277.4,22.8272,2.422790022,367,2265,107.86
152.4,609.6,517.7,2.63,3733.8,25.7136,2.586761618,372,2265,114.76
153.2,609.6,556.3,6.84,8625.8,21.8504,2.365208809,381,2316,83.62
153.9,1219.2,1094.7,2.5,7505.7,22.0792,2.378798499,375,4555,236.86
153.7,1219.2,1092.2,3,8585.2,22.5456,2.406305762,376,4555,165.02
152.4,1219.2,1097.3,3.98,10759.4,24.6752,2.528775045,376,4555,159.02
154.9,1219.2,1092.2,5,12954,23.6368,2.469679499,381,4568,152.34
154.9,1219.2,1097.3,7,17393.9,22.3168,2.392843962,360,4594,154.12
154.9,1219.2,1094.7,8,19547.8,22.3168,2.392843962,376,4555,147.01
611.1,304.8,268.7,6.07,4175.8,22.5456,2.406305762,377,4510,217.15
610.9,304.8,270.8,5.02,3632.2,22.5456,2.406305762,377,4510,227.74
612.1,304.8,271.3,4.01,3088.6,22.7128,2.41610439,377,4510,206.08
612.1,304.8,270.3,3.02,2545.1,22.7128,2.41610439,377,4510,250.09
153.2,304.8,271.5,2.48,2260.6,15.1096,1.93088298,396,207,32.47
153.4,304.8,269.2,3.53,2813.3,17.3008,2.080191055,400,213,24.46
153.2,304.8,275.3,2.96,2546.1,16.7816,2.045620999,396,207,27.2
153.2,304.8,274.3,3.47,2818.9,23.0648,2.436627568,400,213,25.35
153.2,304.8,281.9,2.41,2270.8,23.0648,2.436627568,400,213,37.14
153.2,304.8,264.2,2.57,2270.8,27.0424,2.659449207,400,213,33.58
153.4,304.8,269.2,3.53,2813.3,28.8288,2.754681759,400,213,24.91
153.7,304.8,274.3,3.96,3084.6,14.7576,1.906011324,428,314,30.22
152.7,304.8,271.5,2.5,2270.8,15.048,1.926549414,380,323,43.66
153.4,304.8,273.1,2.48,2270.8,15.048,1.926549414,380,323,46.17
153.9,304.8,272.5,2.49,2273.3,16.1392,2.002174493,382,326,35.61
149.4,304.8,270,3.02,2545.1,16.4296,2.021909286,384,319,32.47
152.4,304.8,272.5,2.99,2545.1,16.4296,2.021909286,384,317,32.8
155.2,304.8,273.8,2.97,2542,24.6224,2.525797521,423,314,38.79
152.4,304.8,271.8,2.5,2273.3,21.912,2.368873845,383,320,41.52
153.7,304.8,267.7,2.53,2270.8,24.0416,2.492853027,422,314,44.61
154.4,304.8,267,5.08,3627.1,22.1936,2.385569575,422,314,25.64
153.9,304.8,272,2.49,2270.8,22.5984,2.409403588,368,317,43.3
152.9,304.8,273.1,2.48,2270.8,22.5984,2.409403588,368,317,39.36
152.4,304.8,271.5,2.5,2273.3,21.912,2.368873845,383,319,45.3
152.4,304.8,271,3.01,2545.1,22.0792,2.378798499,384,321,39.28
156,304.8,272.5,2.49,2270.8,29.5768,2.793765654,378,321,40.48
151.6,304.8,271.8,2.5,2270.8,29.5768,2.793765654,378,321,38.03
151.9,304.8,271.3,3.01,2545.1,29.5768,2.793765654,377,322,40.25
153.7,304.8,274.3,2.97,2545.1,29.5768,2.793765654,379,320,38.25
152.4,304.8,272.3,2.99,2545.1,17.0104,2.060913726,330,768,48.93
149.9,304.8,275.6,3.94,3088.6,16.6056,2.033793416,343,761,38.81
155.4,304.8,272.3,2.99,2542,13.6048,1.82262579,346,755,42.7
153.4,304.8,275.6,5.41,3898.4,15.048,1.926549414,346,755,40.03
151.1,304.8,274.1,2.48,2273.3,15.1624,1.934591141,401,768,49.55
153.7,304.8,270.8,2.51,2273.3,15.4528,1.954883016,417,755,51.95
152.4,304.8,271.3,2.5,2270.8,24.904,2.541644652,396,774,51.37
152.4,304.8,271.3,2.5,2270.8,24.3848,2.512362956,396,774,54.27
152.4,304.8,271.3,4.5,3355.8,20.5216,2.2849831,350,774,42.92
152.4,304.8,271.3,4.5,3355.8,21.0408,2.316600037,350,774,46.26
155.2,304.8,269.5,3.53,2819.4,21.7976,2.362063647,491,761,44.92
152.9,304.8,273.1,3.49,2819.4,21.7976,2.362063647,491,761,51.6
154.7,304.8,268.5,5.05,3627.1,28.3624,2.730080545,386,748,48.75
154.7,304.8,271.8,3.99,3084.6,29.348,2.781858291,394,748,55.38
153.7,304.8,275.1,2.96,2545.1,28.424,2.733340141,497,761,53.11
153.4,304.8,277.6,2.44,2270.8,28.9432,2.760688604,352,768,56.71
153.9,304.8,277.6,2.93,2542,28.9432,2.760688604,352,768,51.15
153.2,304.8,275.3,3.94,3084.6,28.9432,2.760688604,352,768,47.26
150.4,304.8,273.6,2.48,2273.3,30.096,2.82063344,376,755,53.38
153.7,304.8,272.5,5.97,4169.7,28.3624,2.730080545,377,1123,49.88
152.4,304.8,270.3,2.51,2273.3,29.4008,2.784609841,381,1123,100.3
156.7,304.8,275.1,4.44,3355.8,29.8672,2.808819315,379,1155,60.05
154.4,304.8,271.8,2.5,2273.3,29.4008,2.784609841,381,1123,78.95
153.2,304.8,269.7,3.02,2545.1,29.4008,2.784609841,381,1129,57.16
155.2,304.8,273.3,2.98,2545.1,29.4008,2.784609841,381,1129,60.49
154.2,304.8,275.6,4.44,3360.4,30.6768,2.850442945,381,1129,57.38
153.4,304.8,271.8,2.5,2273.3,30.096,2.82063344,412,1129,81.84
154.4,304.8,273.6,2.48,2273.3,30.096,2.82063344,412,1129,65.83
152.4,304.8,279.1,4.87,3633.3,22.4312,2.399582586,379,1156,52.04
154.9,304.8,276.6,2.95,2546.4,24.4992,2.518838768,348,1156,63.38
152.4,304.8,276.9,2.95,2547.9,22.2552,2.389209034,378,1156,56.71
151.6,304.8,280.2,4.85,3632,22.1936,2.385569575,392,1156,54.27
152.4,304.8,269,5.05,3631.2,30.5536,2.844141086,465,1156,52.49
152.4,304.8,287,2.83,2538.9,21.2168,2.327237776,373,1156,49.6
150.9,304.8,273.1,2.98,2541.8,21.912,2.368873845,346,1156,62.05
176,570,500,3,3600,22.8272,2.422790022,370,1206,85.03
176,570,500,3,3600,22.8272,2.422790022,370,1206,104.03
170,300,270,3,1890,41.67640938,3.297356777,477,860,70.69
170,300,270,3,1890,41.67640938,3.297356777,477,860,71.6
170,300,272,3,1904,41.67640938,3.297356777,477,468,58.26
170,300,272,3,1904,41.67640938,3.297356777,477,468,56.41
170,300,267,3,1869,41.67640938,3.297356777,477,1520,78.07
170,300,267,3,1869,41.67640938,3.297356777,477,1520,78.52
170,300,270,4.5,2700,41.67640938,3.297356777,477,860,66.56
170,300,270,4.5,2700,41.67640938,3.297356777,477,860,63.8
170,300,270,6,3510,41.67640938,3.297356777,477,860,59.21
170,300,270,6,3510,41.67640938,3.297356777,477,860,61.05
170,170,142,3,994,41.67640938,3.297356777,477,452,41.04
170,170,142,3,994,41.67640938,3.297356777,477,452,39.35
300,620,550,3,3850,41.67640938,3.297356777,477,3097,226.05
300,620,550,3,3850,41.67640938,3.297356777,477,3097,214.5
300,1000,915,3,6405,41.67640938,3.297356777,477,5139,271.76
300,1000,915,3,6405,41.67640938,3.297356777,477,5139,332.15
152.4,381,313.9,2.71,1828.8,25.256,2.56134061,366,1583,73.39
152.4,381,319,2.67,1828.8,16.6584,2.037347589,366,388,48.48
152.4,304.8,242.8,3.5,1828.8,17.3008,2.080191055,366,388,35.14
152.4,381,316,2.69,1828.8,16.8344,2.049158376,386,641,45.81
152.4,381,316,2.69,1828.8,17.3008,2.080191055,386,641,52.04
152.4,304.8,239.8,3.55,1828.8,18.568,2.162656986,386,641,41.81
152.4,304.8,242.8,3.5,1828.8,18.392,2.151358315,366,776,44.04
152.4,304.8,254,4.55,2438.4,19.2544,2.206268258,394,507,37.81
152.4,304.8,255.5,4.52,2438.4,17.4152,2.087745128,366,776,44.04
152.4,304.8,255.5,5.72,3048,17.1248,2.06852537,366,776,35.58
152.4,304.8,255.5,8.1,4267.2,18.7704,2.175591045,379,776,31.58
152.4,304.8,255.5,3.33,1828.8,28.8816,2.757455479,366,776,55.6
152.4,304.8,254,3.35,1828.8,24.42,2.514356967,394,1013,57.82
152.4,304.8,252.5,3.37,1828.8,27.4472,2.681271229,386,1283,56.93
152.4,304.8,255.5,4.52,2438.4,26.6376,2.637479687,366,776,53.38
152.4,304.8,254,4.55,2438.4,25.4848,2.57407679,394,1013,53.82
152.4,304.8,252.5,4.58,2438.4,27.4472,2.681271229,386,1283,54.27
152.4,304.8,254,5.75,3048,32.1112,2.922993953,394,1013,52.49
152.4,304.8,252.5,5.78,3048,31.3104,2.882674199,386,1283,57.38
152.4,304.8,250.4,5.83,3048,32.1112,2.922993953,366,1583,63.16
152.4,304.8,252.5,6.99,3657.6,31.3104,2.882674199,386,1283,53.38
203.2,533.4,482.6,3.03,3048,14.0096,1.852255858,394,1520,84.51
152.4,304.8,250.4,7.05,3657.6,30.3248,2.832407217,366,1583,53.38
152.4,304.8,250.4,7.05,3657.6,30.3248,2.832407217,366,1583,53.38
152.4,304.8,254,5.75,3048,29.8672,2.808819315,394,1013,48.48
152.4,304.8,254,5.75,3048,32.6304,2.948893859,394,1013,52.49
254,508,455.7,3.87,3657.6,31.9968,2.91726192,386,2565,146.78
254,508,455.7,3.87,3657.6,31.9968,2.91726192,386,2565,133.44
140,230,200,2.5,1500,16.80917333,2.04746892,502,101,20.36
140,230,200,2.5,1500,16.60407467,2.033690665,504,157,26.49
140,230,200,2.5,1500,16.18496,2.00529476,497,226,30.46
140,230,200,2.5,1500,15.97986133,1.991278368,492,308,43.02
102,178,152,5,1672,33.89124595,3.009720615,518,214,19.52
102,178,152,4.5,1673,35.9979364,3.095829767,518,214,23.02
102,178,152,4,1368,34.64411016,3.040980977,518,214,22.66
102,178,152,3.5,1216,35.9979364,3.095829767,518,214,24.24
152.4,304.8,268.7,4.82,2743.2,22.484,2.402687503,284,855,43.18
152.4,304.8,265.2,4.89,2743.2,27.0424,2.659449207,410,1013,53.83
152.4,304.8,263.4,4.92,2743.2,25.7752,2.590168076,309,1283,56.3
152.4,304.8,261.9,4.95,2743.2,24.9656,2.545100444,315,1583,50.52
152.4,304.8,261.9,4.95,2743.2,21.912,2.368873845,304,1583,50.52
190,320,270,2.48,1700,25.4232,2.570652898,465,1062,81.16
190,320,270,2.48,1700,25.4232,2.570652898,465,1062,86.56
190,320,270,3,1950,25.4232,2.570652898,465,1062,59.76
190,320,270,3,1950,25.4232,2.570652898,465,1062,75.81
190,320,270,4.07,2350,25.4232,2.570652898,465,1062,59.69
190,320,270,4.07,2350,25.4232,2.570652898,465,1062,67.23
190,320,278,4.86,3100,25.1768,2.556919845,465,1062,60.85
190,320,278,4.86,3100,25.1768,2.556919845,465,1062,67
190,320,278,5.83,3600,28.0456,2.713266339,465,1062,63.99
190,320,274,5.91,3600,28.0456,2.713266339,465,1062,64.23
190,320,270,2.78,2000,17.29070933,2.079523669,430,911,75.46
50,80,70,3,520,25.02203733,2.548263241,451,57,7.32
50,80,70,3,520,25.02203733,2.548263241,451,57,7.23
100,160,140,3,1040,26.511232,2.630590655,427,226,21.31
100,160,140,3,1040,26.511232,2.630590655,427,226,23.36
150,240,210,3,1560,28.61572267,2.743464958,413,509,46.8
150,240,210,3,1560,28.61572267,2.743464958,413,509,41.6
150,240,210,3,1560,28.61572267,2.743464958,413,509,44.91
200,320,280,3,2080,29.27560533,2.778081986,439,938,75.08
200,320,280,3,2080,29.27560533,2.778081986,439,938,75.02
200,320,280,3,2080,29.27560533,2.778081986,439,938,69.62
100,180,150,3,1000,32.450176,2.939924676,425,199,21.7
150,330,300,3,2000,32.450176,2.939924676,425,603,65.46
200,500,450,3,3000,32.450176,2.939924676,425,1206,100.48
225,670,600,3,4000,32.450176,2.939924676,425,1810,150.77
190,320,270,2.78,2000,23.969792,2.48875513,425,1232,92.01
400,180,167,3.83,2380,24.5168,2.519833838,542,1232,113.35
400,180,167,3.83,2380,24.6928,2.529766916,542,924,98.64
203.2,457.2,402.8,3.78,3657.6,19.6592,2.231660029,690,763,63.27
203.2,457.2,402.8,3.78,3657.6,21.3928,2.337835878,690,763,65.94
203.2,457.2,402.8,2.84,2895.6,21.8504,2.365208809,707,688,71.39
203.2,457.2,402.8,2.84,2895.6,21.56,2.347867793,707,688,62.38
203.2,457.2,402.8,2.84,2895.6,25.5376,2.577008592,707,688,75.06
203.2,457.2,402.8,3.78,3657.6,22.0264,2.375668063,696,383,54.49
203.2,457.2,402.8,3.78,3657.6,21.56,2.347867793,696,383,49.93
149.9,320,279.4,3.5,1981.2,36.28921735,3.107405249,641,792,69.83
177.8,304.8,261.6,2.96,1600.2,25.3704,2.567715161,310,1007,60.58
177.8,304.8,266.7,2.9,1600.2,25.9424,2.599395756,310,1013,67.26
177.8,304.8,268,2.89,1600.2,25.9424,2.599395756,310,1061,76.15
177.8,304.8,270,2.87,1600.2,26.3472,2.621626267,310,1140,71.7
177.8,304.8,266.7,2.9,1600.2,17.6968,2.106245211,310,760,56.8
177.8,304.8,268,2.89,1600.2,18.0488,2.129185036,310,776,60.58
177.8,304.8,270,2.87,1600.2,16.0864,1.998569233,310,768,56.14
177.8,304.8,271.5,2.85,1600.2,14.0096,1.852255858,310,792,56.14
152.4,304.8,268.2,3.41,2743.2,30.6768,2.850442945,310,776,58.84
152.4,304.8,268.2,3.41,2743.2,13.9568,1.848413121,310,776,36.6
152.4,304.8,268.2,3.41,2743.2,21.56,2.347867793,310,776,53.28
152.4,304.8,268.2,3.41,2743.2,25.6608,2.583838873,310,776,53.06
152.4,304.8,268.2,3.41,2743.2,25.828,2.593084983,310,776,52.17
152.4,304.8,268.2,3.41,2743.2,34.30952754,3.027156266,310,776,54.4
152.4,304.8,268.2,3.41,2743.2,20.0024,2.253004098,310,776,49.95
152.4,304.8,268.2,3.41,2743.2,31.8824,2.911520657,310,776,61.07
152.4,304.8,268.2,3.41,2743.2,16.896,2.053279011,310,776,48.17
152.4,304.8,268.2,3.41,2743.2,31.592,2.896904903,310,776,56.62
152.4,304.8,268.2,3.41,2743.2,18.8496,2.180635101,310,776,44.17
152.4,304.8,268.2,3.41,2743.2,31.2488,2.879553566,310,776,52.17
152.4,304.8,268.2,3.41,2743.2,13.6664,1.827160057,310,776,38.83
304.8,406.4,368.3,3,2387.6,29.0576,2.766684773,378,2122,157.59
304.8,406.4,374.7,4.03,3200.4,20.8736,2.306457033,330,2803,140.4
304.8,406.4,368.3,4.1,3200.4,22.7744,2.419706224,441,2122,124.83
304.8,406.4,368.3,4.1,3200.4,23.7512,2.476246522,429,1425,111.49
304.8,406.4,371.6,4.07,3200.4,37.4721588,3.153609508,466,2122,139.29
304.8,406.4,368.3,5.07,3911.6,22.7744,2.419706224,436,2803,135.37
304.8,406.4,355.6,5.25,3911.6,36.95505802,3.133570345,435,4237,180.96
304.8,406.4,363.5,6.11,4622.8,22.7744,2.419706224,465,2122,114.77
304.8,406.4,365.3,8.1,6096,27.2712,2.671801313,469,2122,108.97
152.4,336.6,298.5,3.49,2133.6,23.2672,2.448364591,414,1061,66.79
152.4,336.6,298.5,3.49,2133.6,32.296,2.932234015,414,1520,82.16
152.4,336.6,298.5,3.49,2133.6,35.38272507,3.071120252,414,1520,82.79
152.4,336.6,298.5,3.49,2133.6,56.81803286,3.652151754,414,1520,89.69
152.4,336.6,298.5,3.49,2133.6,56.64807295,3.649080328,414,1520,89.37
152.4,336.6,298.5,3.49,2133.6,60.38883898,3.712196567,414,1520,93.45
152.4,336.6,298.5,3.49,2133.6,66.77491324,3.798432252,414,1520,100.03
152.4,336.6,298.5,3.49,2133.6,65.85795298,3.78771899,414,1520,97.84
152.4,336.6,298.5,2.41,1492.3,37.87192501,3.168934744,414,1520,117.91
152.4,336.6,298.5,2.41,1492.3,59.25954009,3.694128479,414,1520,111.32
152.4,336.6,298.5,2.41,1492.3,61.68653345,3.731912294,414,1520,177.8
152.4,336.6,298.5,2.41,1492.3,53.5960113,3.590572,414,1520,205.71
600,2100,2000,2.98,12000,22.6688,2.41352896,999,3324,402
300,1000,925,2.88,5400,65.76550524,3.786607638,550,1404,165.62
300,1000,895,2.97,5400,65.76550524,3.786607638,550,8426,690.42
300,1000,925,2.88,5400,30.932,2.863460675,550,2106,193.61
300,1000,925,2.88,5400,68.1594862,3.813536629,550,2106,195.04
300,500,450,2.92,2700,30.932,2.863460675,486,1096,132.38
300,500,450,2.92,2700,68.1594862,3.813536629,486,1096,132.03
300,250,225,2.95,1352,30.932,2.863460675,437,603,73.01
300,250,225,2.95,1352,68.1594862,3.813536629,437,603,85.17
153.9,311.2,258.6,3.93,2336.8,30.5536,2.844141086,655,568,35.58
153.9,311.2,265.2,3.83,2336.8,27.676,2.693541365,655,400,37.36
152.4,311.2,266.7,4.19,2540,24.2176,2.502873662,524,329,31.09
152.4,311.2,268.2,4.17,2540,27.676,2.693541365,524,258,28.02
152.4,311.2,268.2,4.17,2540,23.9272,2.486321905,1779,103,30.02
153.2,311.2,268.5,4.16,2540,24.7896,2.53521653,1779,103,24.6
152,304,272,3.27,1827.8,21.93664,2.370338561,630,603,46
152,304,272,3.27,1827.8,23.54176,2.464212934,630,603,56
152,304,272,3.27,1827.8,25.35197867,2.56668957,630,603,54
900,340,313,3.19,3000,19.8,2.240436694,564,3421,333.06
150,200,165,3.06,1025.8,61.25299462,3.725449898,523,462,48.02
150,200,165,4,1840,61.25299462,3.725449898,523,462,46.28
200,300,262,2.48,2300,33.53809067,2.993731909,550,603,79.69
200,300,260,2.4,2250,33.53809067,2.993731909,550,942,121.12
200,300,260,3.94,2250,34.07106801,3.017237183,550,942,75.88
101.6,203.2,171.5,2.59,1345.3,43.49870955,3.349327626,414,253,26.69
101.6,203.2,171.5,3.63,1701.9,42.35958656,3.317165092,414,253,21.8
101.6,203.2,171.5,2.59,1345.3,51.80652871,3.553267251,414,253,29.8
101.6,203.2,171.5,3.63,1701.9,52.98341559,3.578054231,414,253,20.02
200,400,372,3,3500,58.87341764,3.687755771,500,603,85.29
200,400,368,3,3500,60.95507625,3.720936798,500,1473,127.3
200,400,368,4,3500,60.95507625,3.720936798,500,1473,111.95
200,400,366,3,3500,60.63921509,3.716087544,500,2463,123.31
200,400,366,4,3500,60.63921509,3.716087544,500,2463,107.95
200,400,362,3,3500,67.11777649,3.802293082,500,1407,123.32
200,400,362,4,3500,67.11777649,3.802293082,500,1407,122.97
203.2,406.4,369.9,3.02,4572,24.44241067,2.515625813,350,776,61.83
203.2,406.4,369.9,3.02,4572,28.13418667,2.717976659,350,1164,91.63
203.2,406.4,369.9,2.47,4572,25.36981333,2.567682504,350,776,80.51
203.2,406.4,369.9,3.02,4572,24.44241067,2.515625813,350,776,75.62
203.2,406.4,369.9,3.02,4572,28.13418667,2.717976659,350,1164,100.52
203.2,406.4,369.9,3.02,4572,26.752,2.643703604,350,776,76.06
203.2,406.4,369.9,2.47,4572,25.36981333,2.567682504,350,776,80.51
203.2,406.4,369.9,3.5,4572,23.52392533,2.463186003,350,776,77.84
400,1000,930,3.01,6500,24.34432,2.510068241,420,5027,358.4
400,1000,930,3.01,6500,19.14551467,2.19939735,420,5027,328.4
200,500,465,3.01,3250,22.7392,2.417648571,420,1257,104.25
200,500,465,3.01,3250,18.66397867,2.168798222,420,1257,87.25
200,500,465,3.01,3250,24.0768,2.494859788,420,1257,85.25
200,150,125,3,1750,20.152,2.262256305,440,207,29.8
200,450,420,3,3520,20.152,2.262256305,440,622,70.6
200,750,720,3,5320,20.416,2.278508661,440,1140,100.8
127,254,215.9,2.93,1295.4,32.164,2.925636407,421,570,36.93
127,254,215.9,2.93,1295.4,69.05185078,3.822582293,421,570,45.98
1170,590,538,3.3,3700,30.8528,2.85942588,467,5000,585
1168,590,506,3.51,3700,33.3608,2.985017444,467,10000,725
1169,591,507,3.57,3700,32.9384,2.96417061,467,10000,800
703,338,288,3.48,2080,34.19023488,3.02220101,467,3500,282.51
704,335,287,3.49,2080,34.19023488,3.02220101,413,2100,250.55
705,339,289,3.47,2080,34.19023488,3.02220101,467,3500,272.05
249,467,434,2.91,2600,33.98105622,3.013478631,900,354,85.25
122,330,280,2.78,1620,34.82939777,3.048590592,494,285,36.72
122,330,280,2.78,1620,34.82939777,3.048590592,494,285,38.34
122,330,280,2.78,1620,57.06933821,3.656657439,494,285,37.73
122,330,280,2.78,1620,32.7712,2.955885532,494,285,39.16
122,330,280,2.78,1620,31.856,2.910194434,494,285,38.26
122,330,280,2.78,1620,24.332,2.509369509,494,285,41.74
122,330,280,2.78,1620,24.332,2.509369509,494,285,34.86
122,330,280,2.78,1620,35.94685101,3.09379148,494,285,38.5
122,330,280,2.78,1620,35.94685101,3.09379148,494,285,40.58
295,1510,1450,2.77,8100,29.5944,2.794679885,880,1088,188.43
295,1510,1450,2.77,8100,29.5944,2.794679885,880,1088,225.78
400,300,248,4.15,2100,21.68695467,2.355461645,581,924,107.39
400,350,297,3.47,2100,20.86656,2.306029159,580,1608,130.86
400,250,217,3.82,1700,35.62351819,3.080833923,632,1608,127.84
150,240,200,3.91,1601,29.348,2.781858291,573,358,41.98
150,345,300,3.92,2400,29.348,2.781858291,566,531,52.43
225,495,450,3.93,3600,29.348,2.781858291,567,1219,93.36
300,647,600,3.94,4800,29.348,2.781858291,590,2158,165.67
450,950,900,3.94,7200,29.348,2.781858291,571,4860,304.18
457.2,406.4,360.4,3.28,2438.4,34.11558907,3.019093298,524,1583,179.12
457.2,426.7,360.4,3.28,2438.4,34.45839996,3.033320902,524,3167,202.95
457.2,406.4,360.4,3.28,2438.4,36.04898866,3.097864296,745,594,134.44
104,103,84,2.8,495,29.7616,2.803352909,400,142,14.48
105,103,84,2.8,495,29.7616,2.803352909,400,142,18.53
104,103,84,2.8,495,29.7616,2.803352909,400,142,14.98
106,206,168,2.87,990,28.6792,2.746810446,400,284,28.89
105,206,168,2.87,990,28.6792,2.746810446,400,284,30.58
106,204,166,2.91,990,28.6792,2.746810446,400,284,29.85
105,378,333,2.94,1980,30.184,2.825166566,400,542,42.52
101,378,333,2.94,1980,30.184,2.825166566,400,542,41.03
101,378,333,2.94,1980,30.184,2.825166566,400,542,43.3
304.8,306.3,233.3,2.91,1397,50.58087266,3.526408044,431,855,131.06
306.3,611.1,531.7,2.89,3162.3,50.58087266,3.526408044,453,2027,139.32
304.8,762,681,2.89,4064,49.9516581,3.512199687,474,2579,146.52
306.3,914.4,822.1,2.89,4927.6,55.6440321,3.630536149,475,4030,165.19
203.2,306.3,234.9,2.89,1397,52.05571108,3.558596944,483,594,57.34
407.9,608.1,527.1,2.92,3162.3,49.8303608,3.509427629,474,2579,155
508,762,684.2,2.87,4064,51.81276751,3.553401228,474,4513,260.79
612.9,914.4,820.3,2.9,4927.6,54.58453955,3.61022212,475,8059,344.24
